order_id,customer_id,order_date,product_id,size,status,fulfillment
9147,305,2022-01-06,149,M,Completed,True
9148,981,2022-01-06,99,,Completed,True
9148,981,2022-01-06,300,XL,Requested,False
9149,378,2022-01-06,6,L,Requested,False
9151,92,2022-01-06,246,XL,Completed,True
9154,153,2022-01-07,108,,Requested,False
9155,997,2022-01-07,261,M,Requested,False
9155,997,2022-01-07,170,M,Completed,True
9158,761,2022-01-08,197,S,Completed,True
9159,459,2022-01-08,80,M,Completed,True
9162,1102,2022-01-09,85,L,Completed,True
9163,966,2022-01-09,117,,Requested,False
9166,1142,2022-01-10,229,XL,Requested,False
9169,280,2022-01-10,170,S,Completed,True
9169,280,2022-01-10,56,M,Requested,False
9171,595,2022-01-10,154,M,Completed,True
9171,595,2022-01-10,7,L,Requested,False
9171,595,2022-01-10,241,XS,Completed,True
9173,80,2022-01-10,242,S,Requested,False
9177,305,2022-01-11,301,,Requested,False
9178,945,2022-01-11,113,,Requested,False
9178,945,2022-01-11,84,M,Completed,True
9179,12,2022-01-11,267,M,Completed,True
9182,778,2022-01-13,294,L,Completed,True
9182,778,2022-01-13,348,,Requested,False
9182,778,2022-01-13,195,S,Requested,False
9182,778,2022-01-13,300,L,Completed,True
9183,780,2022-01-13,301,,Requested,False
9183,780,2022-01-13,63,S,Completed,True
9185,917,2022-01-13,133,L,Completed,True
9185,917,2022-01-13,167,S,Completed,True
9190,33,2022-01-14,195,M,Requested,False
9191,366,2022-01-14,76,M,Completed,True
9191,366,2022-01-14,284,S,Requested,False
9193,276,2022-01-14,255,XL,Completed,True
9193,276,2022-01-14,284,S,Requested,False
9196,964,2022-01-15,174,L,Completed,True
9196,964,2022-01-15,210,M,Requested,False
9196,964,2022-01-15,137,XS,Completed,True
9196,964,2022-01-15,170,M,Completed,True
9197,1128,2022-01-15,258,M,Requested,False
9197,1128,2022-01-15,317,,Requested,False
9199,872,2022-01-16,301,,Requested,False
9202,22,2022-01-16,172,S,Completed,True
9205,46,2022-01-16,117,,Requested,False
9207,352,2022-01-16,113,,Requested,False
9207,352,2022-01-16,248,S,Completed,True
9207,352,2022-01-16,320,,Requested,False
9210,358,2022-01-17,18,M,Completed,True
9210,358,2022-01-17,104,,Completed,True
9210,358,2022-01-17,260,S,Requested,False
9210,358,2022-01-17,30,S,Returned,True
9211,807,2022-01-17,151,S,Returned,True
9212,551,2022-01-17,243,M,Requested,False
9212,551,2022-01-17,70,XS,Completed,True
9213,782,2022-01-18,177,S,Requested,False
9218,441,2022-01-18,280,L,Requested,False
9218,441,2022-01-18,307,,Completed,True
9219,1143,2022-01-18,145,XL,Requested,False
9221,822,2022-01-19,60,S,Returned,True
9222,305,2022-01-19,80,XS,Completed,True
9222,305,2022-01-19,195,XS,Completed,True
9223,297,2022-01-19,128,L,Requested,False
9224,551,2022-01-20,203,M,Requested,False
9224,551,2022-01-20,22,S,Returned,True
9224,551,2022-01-20,307,,Requested,False
9224,551,2022-01-20,145,M,Requested,False
9225,495,2022-01-20,195,L,Completed,True
9225,495,2022-01-20,187,M,Completed,True
9225,495,2022-01-20,300,S,Completed,True
9225,495,2022-01-20,149,M,Requested,False
9225,495,2022-01-20,73,S,Requested,False
9227,1020,2022-01-20,210,L,Completed,True
9228,838,2022-01-20,111,,Requested,False
9229,207,2022-01-20,153,M,Completed,True
9229,207,2022-01-20,280,M,Requested,False
9229,207,2022-01-20,272,L,Completed,True
9231,1002,2022-01-21,28,S,Completed,True
9233,920,2022-01-21,128,L,Requested,False
9233,920,2022-01-21,319,,Requested,False
9235,796,2022-01-22,312,,Requested,False
9236,357,2022-01-22,229,XL,Requested,False
9236,357,2022-01-22,117,,Requested,False
9237,664,2022-01-22,267,M,Completed,True
9238,142,2022-01-22,197,XL,Completed,True
9238,142,2022-01-22,90,M,Returned,True
9240,207,2022-01-22,194,M,Completed,True
9240,207,2022-01-22,188,L,Completed,True
9242,285,2022-01-23,22,S,Completed,True
9242,285,2022-01-23,270,S,Requested,False
9242,285,2022-01-23,128,M,Requested,False
9243,1039,2022-01-23,75,S,Completed,True
9243,1039,2022-01-23,151,XL,Completed,True
9243,1039,2022-01-23,123,S,Requested,False
9245,376,2022-01-23,36,M,Requested,False
9247,147,2022-01-23,311,,Requested,False
9248,703,2022-01-23,284,XS,Completed,True
9249,680,2022-01-24,187,M,Completed,True
9250,722,2022-01-24,139,S,Requested,False
9252,349,2022-01-24,7,M,Requested,False
9255,773,2022-01-24,114,,Requested,False
9256,163,2022-01-24,79,S,Requested,False
9257,831,2022-01-24,45,S,Completed,True
9262,1055,2022-01-25,270,L,Completed,True
9262,1055,2022-01-25,317,,Requested,False
9262,1055,2022-01-25,44,S,Returned,True
9263,1097,2022-01-25,248,L,Completed,True
9263,1097,2022-01-25,312,,Requested,False
9264,55,2022-01-25,320,,Requested,False
9264,55,2022-01-25,212,XL,Completed,True
9264,55,2022-01-25,170,S,Completed,True
9264,55,2022-01-25,160,S,Completed,True
9268,905,2022-01-25,133,L,Completed,True
9271,719,2022-01-26,286,XS,Requested,False
9271,719,2022-01-26,311,,Requested,False
9271,719,2022-01-26,217,M,Requested,False
9272,174,2022-01-26,272,S,Requested,False
9272,174,2022-01-26,280,L,Requested,False
9273,76,2022-01-26,130,XL,Completed,True
9273,76,2022-01-26,268,S,Requested,False
9274,368,2022-01-27,307,,Requested,False
9274,368,2022-01-27,253,M,Requested,False
9276,1107,2022-01-27,61,XL,Completed,True
9276,1107,2022-01-27,88,S,Requested,False
9276,1107,2022-01-27,137,L,Completed,True
9276,1107,2022-01-27,145,S,Requested,False
9283,151,2022-01-29,280,M,Requested,False
9284,150,2022-01-29,7,M,Requested,False
9284,150,2022-01-29,188,S,Completed,True
9286,875,2022-01-29,197,XL,Requested,False
9289,106,2022-01-29,278,L,Requested,False
9289,106,2022-01-29,234,L,Completed,True
9289,106,2022-01-29,174,S,Completed,True
9291,21,2022-01-30,286,S,Requested,False
9291,21,2022-01-30,301,,Requested,False
9291,21,2022-01-30,218,M,Completed,True
9294,792,2022-01-30,30,M,Completed,True
9294,792,2022-01-30,111,,Requested,False
9296,506,2022-01-30,67,M,Requested,False
9296,506,2022-01-30,154,M,Completed,True
9297,727,2022-01-30,20,XL,Requested,False
9297,727,2022-01-30,159,S,Requested,False
9298,551,2022-01-31,154,XL,Completed,True
9301,329,2022-01-31,123,XL,Requested,False
9305,408,2022-01-31,249,M,Requested,False
9307,1011,2022-01-31,145,S,Requested,False
9308,929,2022-01-31,111,,Requested,False
9309,41,2022-01-31,66,M,Requested,False
9311,245,2022-02-01,120,,Requested,False
9313,33,2022-02-01,350,,Requested,False
9313,33,2022-02-01,68,XS,Requested,False
9313,33,2022-02-01,22,M,Completed,True
9313,33,2022-02-01,149,S,Requested,False
9317,722,2022-02-02,234,S,Completed,True
9318,703,2022-02-02,317,,Requested,False
9318,703,2022-02-02,272,S,Requested,False
9319,305,2022-02-02,90,M,Completed,True
9319,305,2022-02-02,320,,Requested,False
9320,782,2022-02-03,123,M,Requested,False
3300,782,2022-02-03,149,L,Completed,True
9320,782,2022-02-03,149,L,Requested,False
9322,1096,2022-02-03,108,,Requested,False
9322,1096,2022-02-03,321,,Requested,False
9323,1065,2022-02-03,29,M,Completed,True
9323,1065,2022-02-03,301,,Requested,False
9323,1065,2022-02-03,151,XS,Completed,True
9323,1065,2022-02-03,104,,Completed,True
9327,553,2022-02-03,315,,Requested,False
9328,920,2022-02-04,255,S,Requested,False
9329,105,2022-02-04,33,XL,Completed,True
9332,23,2022-02-04,339,S,Completed,True
9334,1039,2022-02-04,114,,Requested,False
9339,1018,2022-02-06,301,,Requested,False
9339,1018,2022-02-06,43,S,Completed,True
9340,190,2022-02-06,104,,Requested,False
9340,190,2022-02-06,114,,Requested,False
9340,190,2022-02-06,272,S,Requested,False
9341,987,2022-02-06,119,,Requested,False
9342,787,2022-02-06,44,S,Completed,True
9342,787,2022-02-06,13,M,Requested,False
9342,787,2022-02-06,28,L,Completed,True
9342,787,2022-02-06,214,M,Completed,True
9348,1102,2022-02-07,311,,Requested,False
9348,1102,2022-02-07,115,,Requested,False
9350,296,2022-02-07,300,M,Requested,False
9351,358,2022-02-07,303,,Requested,False
9353,566,2022-02-08,6,L,Requested,False
9357,539,2022-02-09,242,L,Requested,False
9357,539,2022-02-09,312,,Requested,False
9359,234,2022-02-09,73,S,Requested,False
9361,34,2022-02-09,130,L,Completed,True
9362,679,2022-02-09,344,L,Completed,True
9362,679,2022-02-09,123,M,Requested,False
9363,1007,2022-02-09,218,L,Completed,True
9364,107,2022-02-10,68,L,Requested,False
9364,107,2022-02-10,286,XS,Requested,False
9370,659,2022-02-11,175,L,Completed,True
9370,659,2022-02-11,320,,Requested,False
9371,227,2022-02-11,291,L,Requested,False
9372,51,2022-02-11,164,S,Completed,True
9374,69,2022-02-11,24,XL,Completed,True
9374,69,2022-02-11,300,M,Requested,False
9375,62,2022-02-11,152,XL,Completed,True
9376,997,2022-02-12,123,M,Requested,False
9377,737,2022-02-12,139,M,Requested,False
9377,737,2022-02-12,153,M,Completed,True
9378,297,2022-02-13,202,L,Completed,True
9379,981,2022-02-13,13,M,Requested,False
9381,738,2022-02-13,69,S,Requested,False
9382,105,2022-02-14,114,,Requested,False
9382,105,2022-02-14,111,,Requested,False
9382,105,2022-02-14,27,M,Completed,True
9383,442,2022-02-14,205,XL,Returned,True
9383,442,2022-02-14,153,L,Completed,True
9384,421,2022-02-14,20,M,Requested,False
9384,421,2022-02-14,195,S,Requested,False
9384,421,2022-02-14,347,,Completed,True
9389,277,2022-02-15,278,S,Requested,False
9389,277,2022-02-15,235,L,Completed,True
9390,193,2022-02-15,312,,Requested,False
9390,193,2022-02-15,212,S,Requested,False
9392,519,2022-02-15,253,M,Requested,False
9392,519,2022-02-15,36,S,Completed,True
9392,519,2022-02-15,310,,Requested,False
9392,519,2022-02-15,344,S,Completed,True
9392,519,2022-02-15,212,S,Requested,False
3367,551,2022-02-15,307,,Completed,True
3368,368,2022-02-15,307,,Completed,True
9396,557,2022-02-15,307,,Requested,False
9396,557,2022-02-15,187,XL,Completed,True
9396,557,2022-02-15,111,,Requested,False
9398,335,2022-02-16,24,M,Completed,True
9398,335,2022-02-16,301,,Requested,False
9402,1036,2022-02-17,214,L,Requested,False
9404,219,2022-02-17,174,XL,Completed,True
9405,1146,2022-02-17,286,M,Requested,False
9405,1146,2022-02-17,321,,Requested,False
9405,1146,2022-02-17,128,S,Requested,False
9405,1146,2022-02-17,28,M,Completed,True
9405,1146,2022-02-17,261,M,Requested,False
9407,233,2022-02-17,99,,Requested,False
9407,233,2022-02-17,66,XS,Requested,False
9407,233,2022-02-17,153,S,Completed,True
9409,327,2022-02-17,201,S,Completed,True
9410,976,2022-02-17,260,XS,Requested,False
9410,976,2022-02-17,270,M,Requested,False
9415,546,2022-02-19,220,S,Completed,True
9415,546,2022-02-19,253,XS,Completed,True
9416,667,2022-02-19,326,,Completed,True
9416,667,2022-02-19,214,XL,Completed,True
9421,1046,2022-02-20,249,S,Requested,False
9423,902,2022-02-20,149,XS,Completed,True
9423,902,2022-02-20,72,L,Requested,False
9426,91,2022-02-21,154,XS,Completed,True
9428,956,2022-02-21,164,M,Completed,True
9428,956,2022-02-21,310,,Requested,False
9431,807,2022-02-22,68,S,Requested,False
9432,632,2022-02-22,195,L,Returned,True
9433,913,2022-02-22,128,XS,Completed,True
9437,461,2022-02-24,157,L,Completed,True
9438,787,2022-02-24,321,,Requested,False
9439,445,2022-02-24,312,,Requested,False
9440,307,2022-02-24,175,S,Requested,False
9441,983,2022-02-25,6,S,Requested,False
9442,420,2022-02-25,130,S,Completed,True
9444,445,2022-02-25,44,S,Completed,True
9446,614,2022-02-26,177,M,Requested,False
9447,606,2022-02-26,44,XL,Returned,True
9447,606,2022-02-26,106,,Requested,False
9452,752,2022-02-27,258,S,Requested,False
9452,752,2022-02-27,249,XS,Requested,False
9452,752,2022-02-27,301,,Requested,False
9455,775,2022-02-27,19,XL,Requested,False
9455,775,2022-02-27,312,,Requested,False
9456,615,2022-02-28,319,,Requested,False
9456,615,2022-02-28,345,XL,Requested,False
9457,227,2022-02-28,10,M,Completed,True
9457,227,2022-02-28,13,L,Requested,False
9457,227,2022-02-28,350,,Requested,False
9457,227,2022-02-28,139,M,Requested,False
9459,754,2022-02-28,63,XS,Completed,True
9459,754,2022-02-28,267,S,Requested,False
9461,563,2022-03-01,299,L,Completed,True
9461,563,2022-03-01,128,M,Requested,False
9463,368,2022-03-01,268,S,Requested,False
9463,368,2022-03-01,205,M,Completed,True
9463,368,2022-03-01,2,M,Completed,True
9466,277,2022-03-02,261,S,Requested,False
9468,749,2022-03-02,64,S,Requested,False
9472,698,2022-03-02,120,,Requested,False
9473,408,2022-03-02,123,M,Requested,False
9473,408,2022-03-02,326,,Completed,True
9476,114,2022-03-03,269,XS,Completed,True
9479,679,2022-03-04,63,M,Completed,True
9479,679,2022-03-04,341,M,Requested,False
9481,610,2022-03-05,145,M,Requested,False
9481,610,2022-03-05,280,S,Requested,False
9483,1037,2022-03-05,69,M,Requested,False
9484,699,2022-03-06,303,,Requested,False
9484,699,2022-03-06,151,XL,Completed,True
9486,557,2022-03-06,27,S,Completed,True
9487,595,2022-03-06,286,S,Requested,False
9488,664,2022-03-06,314,,Completed,True
9488,664,2022-03-06,7,XL,Requested,False
9489,465,2022-03-06,243,S,Requested,False
9490,423,2022-03-06,149,M,Completed,True
9490,423,2022-03-06,307,,Completed,True
9491,643,2022-03-06,260,XL,Requested,False
9491,643,2022-03-06,235,M,Completed,True
9492,501,2022-03-06,149,XS,Completed,True
9492,501,2022-03-06,220,M,Completed,True
9493,374,2022-03-07,302,,Requested,False
9496,810,2022-03-07,124,L,Requested,False
9496,810,2022-03-07,206,XL,Requested,False
9496,810,2022-03-07,242,L,Requested,False
9496,810,2022-03-07,220,S,Completed,True
9496,810,2022-03-07,76,M,Requested,False
9497,537,2022-03-07,246,S,Completed,True
9497,537,2022-03-07,270,S,Requested,False
9498,251,2022-03-08,172,S,Completed,True
9498,251,2022-03-08,76,XS,Requested,False
9500,944,2022-03-08,213,S,Requested,False
9502,685,2022-03-08,246,M,Completed,True
9503,1095,2022-03-09,257,S,Requested,False
9503,1095,2022-03-09,111,,Requested,False
9503,1095,2022-03-09,243,XS,Requested,False
9505,337,2022-03-09,312,,Requested,False
9505,337,2022-03-09,128,S,Requested,False
9508,684,2022-03-09,128,L,Requested,False
9510,190,2022-03-10,278,M,Requested,False
9510,190,2022-03-10,123,XL,Requested,False
9511,501,2022-03-10,177,XL,Completed,True
9511,501,2022-03-10,151,L,Completed,True
9512,943,2022-03-10,321,,Requested,False
9513,414,2022-03-10,326,,Completed,True
9514,1071,2022-03-11,215,XL,Completed,True
9514,1071,2022-03-11,224,L,Completed,True
9516,475,2022-03-12,301,,Requested,False
9519,395,2022-03-12,53,S,Requested,False
9519,395,2022-03-12,76,XL,Completed,True
9520,1049,2022-03-12,72,XL,Requested,False
9520,1049,2022-03-12,314,,Completed,True
9520,1049,2022-03-12,253,XL,Completed,True
9520,1049,2022-03-12,242,S,Requested,False
9522,943,2022-03-12,242,S,Requested,False
9522,943,2022-03-12,220,M,Completed,True
9523,562,2022-03-13,149,S,Completed,True
9523,562,2022-03-13,16,XL,Completed,True
9525,149,2022-03-13,80,M,Completed,True
9527,297,2022-03-14,272,L,Requested,False
9529,606,2022-03-14,255,S,Requested,False
9529,606,2022-03-14,303,,Requested,False
9529,606,2022-03-14,235,M,Completed,True
9530,533,2022-03-14,293,M,Completed,True
9530,533,2022-03-14,170,S,Completed,True
9530,533,2022-03-14,114,,Requested,False
9530,533,2022-03-14,189,XL,Completed,True
9532,867,2022-03-15,139,M,Requested,False
9532,867,2022-03-15,253,S,Completed,True
9534,167,2022-03-15,28,M,Completed,True
9535,94,2022-03-15,128,S,Requested,False
9535,94,2022-03-15,218,XL,Completed,True
9535,94,2022-03-15,314,,Completed,True
9535,94,2022-03-15,133,XS,Completed,True
9537,728,2022-03-16,130,S,Requested,False
9539,1036,2022-03-16,291,XL,Requested,False
9539,1036,2022-03-16,153,M,Completed,True
9541,567,2022-03-16,13,M,Requested,False
9541,567,2022-03-16,291,M,Requested,False
9541,567,2022-03-16,257,S,Requested,False
9542,820,2022-03-16,191,M,Requested,False
9543,476,2022-03-17,214,M,Completed,True
9543,476,2022-03-17,307,,Completed,True
9543,476,2022-03-17,66,L,Requested,False
9543,476,2022-03-17,336,M,Completed,True
9544,284,2022-03-17,194,M,Completed,True
9544,284,2022-03-17,248,L,Completed,True
9545,787,2022-03-17,260,M,Requested,False
9545,787,2022-03-17,220,M,Completed,True
9545,787,2022-03-17,37,M,Completed,True
9545,787,2022-03-17,320,,Requested,False
9547,1042,2022-03-17,218,L,Completed,True
9548,145,2022-03-17,94,S,Completed,True
9548,145,2022-03-17,63,L,Completed,True
9549,484,2022-03-18,314,,Completed,True
9549,484,2022-03-18,128,L,Requested,False
9549,484,2022-03-18,72,XS,Completed,True
9549,484,2022-03-18,71,S,Requested,False
9550,78,2022-03-18,61,XS,Completed,True
9553,760,2022-03-19,220,M,Completed,True
9556,884,2022-03-19,202,S,Completed,True
9556,884,2022-03-19,2,XL,Requested,False
9557,142,2022-03-19,314,,Completed,True
9557,142,2022-03-19,346,,Requested,False
9559,438,2022-03-20,246,M,Completed,True
9560,994,2022-03-20,218,L,Completed,True
9560,994,2022-03-20,27,L,Completed,True
9561,831,2022-03-20,154,S,Completed,True
9562,682,2022-03-20,243,S,Requested,False
9562,682,2022-03-20,270,XL,Requested,False
9563,172,2022-03-20,347,,Completed,True
9563,172,2022-03-20,213,L,Completed,True
9564,1120,2022-03-20,86,L,Completed,True
9565,892,2022-03-20,28,S,Completed,True
9565,892,2022-03-20,310,,Requested,False
9567,707,2022-03-20,242,S,Requested,False
9567,707,2022-03-20,326,,Completed,True
9570,1144,2022-03-21,258,S,Requested,False
9571,305,2022-03-21,70,M,Completed,True
9571,305,2022-03-21,152,L,Completed,True
9573,886,2022-03-22,174,M,Completed,True
9574,147,2022-03-22,312,,Requested,False
9575,273,2022-03-22,109,,Completed,True
9575,273,2022-03-22,197,XL,Requested,False
9580,797,2022-03-23,341,S,Completed,True
9582,351,2022-03-23,164,M,Completed,True
9585,990,2022-03-23,16,M,Completed,True
9585,990,2022-03-23,280,S,Requested,False
9585,990,2022-03-23,222,S,Requested,False
9586,698,2022-03-24,346,,Requested,False
9587,595,2022-03-24,339,L,Completed,True
9587,595,2022-03-24,307,,Completed,True
9587,595,2022-03-24,40,XS,Completed,True
9593,150,2022-03-24,242,M,Completed,True
9594,213,2022-03-25,174,M,Completed,True
9600,920,2022-03-26,107,,Completed,True
9601,827,2022-03-26,63,L,Completed,True
9601,827,2022-03-26,159,L,Completed,True
9603,499,2022-03-26,124,M,Requested,False
9607,939,2022-03-26,137,M,Requested,False
9607,939,2022-03-26,194,L,Completed,True
9607,939,2022-03-26,71,XS,Completed,True
9608,451,2022-03-27,170,L,Completed,True
9609,161,2022-03-27,320,,Requested,False
9609,161,2022-03-27,73,M,Requested,False
9609,161,2022-03-27,159,M,Requested,False
9610,1046,2022-03-27,187,XL,Completed,True
9611,526,2022-03-27,203,S,Requested,False
9612,610,2022-03-27,234,M,Completed,True
9613,887,2022-03-27,56,S,Requested,False
9613,887,2022-03-27,253,S,Completed,True
9615,1026,2022-03-27,224,M,Requested,False
9615,1026,2022-03-27,149,M,Completed,True
9618,461,2022-03-28,189,M,Completed,True
9619,757,2022-03-28,257,XS,Requested,False
9623,1068,2022-03-29,152,S,Completed,True
9637,809,2022-03-31,28,XS,Completed,True
9637,809,2022-03-31,319,,Requested,False
9637,809,2022-03-31,312,,Requested,False
9639,31,2022-03-31,307,,Requested,False
9641,313,2022-03-31,341,S,Requested,False
9641,313,2022-03-31,205,S,Completed,True
9641,313,2022-03-31,16,S,Completed,True
9641,313,2022-03-31,149,S,Completed,True
9642,506,2022-03-31,312,,Requested,False
9644,552,2022-04-01,270,L,Completed,True
9646,516,2022-04-01,137,L,Completed,True
9647,665,2022-04-01,241,XS,Completed,True
9648,587,2022-04-01,218,S,Requested,False
9649,1087,2022-04-01,45,M,Requested,False
9650,50,2022-04-02,30,S,Completed,True
9651,1117,2022-04-02,119,,Requested,False
9651,1117,2022-04-02,124,S,Requested,False
9653,825,2022-04-02,139,S,Requested,False
9654,593,2022-04-03,191,L,Requested,False
9659,453,2022-04-04,109,,Completed,True
9660,285,2022-04-04,210,XS,Requested,False
9665,353,2022-04-05,261,XL,Requested,False
9667,779,2022-04-05,124,S,Requested,False
9667,779,2022-04-05,90,M,Requested,False
9667,779,2022-04-05,270,XS,Requested,False
9667,779,2022-04-05,255,L,Requested,False
9669,194,2022-04-05,171,S,Requested,False
9669,194,2022-04-05,108,,Requested,False
9669,194,2022-04-05,339,M,Requested,False
9669,194,2022-04-05,128,XL,Completed,True
9670,472,2022-04-05,319,,Requested,False
9670,472,2022-04-05,7,S,Requested,False
9670,472,2022-04-05,315,,Requested,False
9672,724,2022-04-05,115,,Requested,False
9674,976,2022-04-06,302,,Requested,False
9674,976,2022-04-06,303,,Requested,False
9675,979,2022-04-06,222,S,Requested,False
9676,620,2022-04-06,239,M,Completed,True
9677,835,2022-04-06,171,S,Requested,False
9679,129,2022-04-07,67,M,Requested,False
9681,62,2022-04-07,272,L,Requested,False
9682,142,2022-04-07,61,M,Completed,True
9687,1033,2022-04-08,312,,Requested,False
9687,1033,2022-04-08,300,S,Requested,False
9688,176,2022-04-08,243,M,Requested,False
9688,176,2022-04-08,302,,Requested,False
9689,897,2022-04-09,13,M,Requested,False
9690,368,2022-04-09,11,S,Completed,True
9690,368,2022-04-09,287,XL,Completed,True
9691,284,2022-04-09,146,M,Completed,True
9693,217,2022-04-09,249,L,Requested,False
9693,217,2022-04-09,56,S,Requested,False
9693,217,2022-04-09,177,M,Requested,False
9693,217,2022-04-09,284,XS,Completed,True
9693,217,2022-04-09,261,S,Requested,False
9694,169,2022-04-09,345,S,Requested,False
9694,169,2022-04-09,243,L,Completed,True
9696,311,2022-04-10,117,,Requested,False
9696,311,2022-04-10,79,S,Requested,False
9699,453,2022-04-11,20,L,Completed,True
9699,453,2022-04-11,257,M,Completed,True
9699,453,2022-04-11,301,,Requested,False
9700,593,2022-04-12,220,S,Completed,True
9700,593,2022-04-12,243,XS,Requested,False
9701,1142,2022-04-12,233,L,Requested,False
9701,1142,2022-04-12,137,S,Requested,False
9702,1126,2022-04-12,214,L,Requested,False
9704,256,2022-04-12,159,S,Requested,False
9704,256,2022-04-12,149,M,Completed,True
9705,880,2022-04-12,302,,Requested,False
9707,743,2022-04-12,203,S,Requested,False
9709,573,2022-04-13,274,L,Completed,True
9709,573,2022-04-13,293,L,Completed,True
9711,224,2022-04-13,202,M,Completed,True
9713,12,2022-04-13,269,L,Completed,True
9713,12,2022-04-13,274,M,Completed,True
9714,520,2022-04-13,246,XS,Returned,True
9714,520,2022-04-13,120,,Requested,False
9715,113,2022-04-13,154,M,Completed,True
9715,113,2022-04-13,150,XL,Returned,True
9721,1073,2022-04-15,247,XS,Completed,True
9724,835,2022-04-15,311,,Requested,False
9727,997,2022-04-15,167,S,Completed,True
9728,86,2022-04-15,215,M,Completed,True
9728,86,2022-04-15,172,M,Completed,True
9728,86,2022-04-15,235,XL,Completed,True
9728,86,2022-04-15,45,M,Requested,False
9731,564,2022-04-16,224,L,Completed,True
9733,797,2022-04-16,301,,Requested,False
9733,797,2022-04-16,119,,Requested,False
9735,955,2022-04-16,98,M,Completed,True
9736,643,2022-04-16,229,L,Completed,True
9736,643,2022-04-16,76,L,Returned,True
9737,116,2022-04-17,239,L,Returned,True
9737,116,2022-04-17,79,XS,Requested,False
9737,116,2022-04-17,106,,Requested,False
9738,573,2022-04-17,60,S,Completed,True
9739,684,2022-04-18,220,M,Completed,True
9739,684,2022-04-18,301,,Requested,False
9739,684,2022-04-18,293,M,Completed,True
9739,684,2022-04-18,299,M,Completed,True
9739,684,2022-04-18,242,S,Requested,False
9740,393,2022-04-18,2,S,Completed,True
9740,393,2022-04-18,149,L,Completed,True
9740,393,2022-04-18,119,,Requested,False
9744,205,2022-04-18,224,XS,Requested,False
9746,705,2022-04-19,299,M,Completed,True
9748,2,2022-04-19,274,M,Completed,True
9749,807,2022-04-19,61,S,Requested,False
9749,807,2022-04-19,177,M,Requested,False
9749,807,2022-04-19,108,,Requested,False
9749,807,2022-04-19,293,M,Completed,True
9751,717,2022-04-19,170,M,Completed,True
9751,717,2022-04-19,29,M,Requested,False
9752,495,2022-04-19,319,,Requested,False
9753,917,2022-04-20,213,M,Completed,True
9754,323,2022-04-20,310,,Requested,False
9756,86,2022-04-20,280,L,Requested,False
9757,613,2022-04-20,104,,Requested,False
9757,613,2022-04-20,29,M,Requested,False
9757,613,2022-04-20,84,M,Completed,True
9757,613,2022-04-20,153,L,Completed,True
9760,1074,2022-04-21,6,L,Requested,False
9762,776,2022-04-22,40,L,Completed,True
9763,506,2022-04-23,70,S,Completed,True
9764,843,2022-04-23,278,S,Requested,False
9764,843,2022-04-23,247,L,Completed,True
9764,843,2022-04-23,301,,Requested,False
9764,843,2022-04-23,278,S,Requested,False
9764,843,2022-04-23,168,S,Completed,True
9765,397,2022-04-23,208,S,Requested,False
9766,797,2022-04-23,146,L,Completed,True
9766,797,2022-04-23,311,,Requested,False
9766,797,2022-04-23,145,XS,Requested,False
9768,682,2022-04-24,242,L,Requested,False
9771,1024,2022-04-25,301,,Requested,False
9773,1094,2022-04-25,272,XL,Completed,True
9773,1094,2022-04-25,164,L,Completed,True
9775,1086,2022-04-25,177,L,Completed,True
9776,459,2022-04-25,268,M,Requested,False
9776,459,2022-04-25,293,XS,Completed,True
9778,10,2022-04-26,347,,Completed,True
9781,831,2022-04-26,224,S,Requested,False
9782,452,2022-04-27,199,S,Completed,True
9782,452,2022-04-27,153,M,Requested,False
9783,187,2022-04-27,214,S,Completed,True
9784,964,2022-04-27,128,XL,Completed,True
9785,338,2022-04-27,85,XL,Completed,True
9785,338,2022-04-27,70,M,Completed,True
9785,338,2022-04-27,294,S,Requested,False
9786,1121,2022-04-27,85,M,Completed,True
9786,1121,2022-04-27,128,M,Requested,False
9787,870,2022-04-27,175,M,Requested,False
9787,870,2022-04-27,348,,Requested,False
9787,870,2022-04-27,229,XL,Requested,False
9787,870,2022-04-27,242,XL,Completed,True
9790,1057,2022-04-27,246,L,Completed,True
9797,283,2022-04-28,117,,Requested,False
9797,283,2022-04-28,63,S,Completed,True
9798,649,2022-04-28,149,S,Completed,True
9798,649,2022-04-28,70,L,Completed,True
9799,53,2022-04-28,64,XL,Completed,True
9800,728,2022-04-28,300,M,Requested,False
9803,315,2022-04-28,199,S,Completed,True
9806,535,2022-04-29,149,XS,Completed,True
9807,116,2022-04-29,43,L,Returned,True
9807,116,2022-04-29,85,S,Completed,True
9808,940,2022-04-29,146,M,Completed,True
9809,126,2022-04-29,114,,Requested,False
9810,613,2022-04-29,170,XL,Completed,True
9813,1121,2022-04-30,319,,Requested,False
9816,1055,2022-04-30,272,M,Completed,True
9817,740,2022-05-01,119,,Requested,False
9817,740,2022-05-01,201,M,Requested,False
9817,740,2022-05-01,189,M,Completed,True
9818,1021,2022-05-01,36,S,Requested,False
9819,922,2022-05-01,307,,Requested,False
9820,83,2022-05-01,270,M,Requested,False
9821,709,2022-05-01,303,,Requested,False
9821,709,2022-05-01,261,M,Requested,False
9822,1020,2022-05-01,213,L,Completed,True
9822,1020,2022-05-01,312,,Requested,False
9823,79,2022-05-02,172,XL,Returned,True
9824,553,2022-05-02,314,,Completed,True
9824,553,2022-05-02,317,,Requested,False
9828,988,2022-05-02,206,L,Completed,True
9829,150,2022-05-02,123,XL,Requested,False
